left_knee,right_knee,left_hip,right_hip,left_shoulder,right_shoulder,left_knee_vel,right_knee_vel,left_hip_vel,right_hip_vel,left_shoulder_vel,right_shoulder_vel,risky_velocity
163.18425760062146,165.89692334341214,130.4059346770999,134.77145037528473,83.86919679177633,79.44796049589806,,,,,,,0
172.52574627480433,165.1723384193028,138.2730071728674,134.92157144871518,63.80331582306461,70.1624673473973,9.34148867418287,0.7245849241093367,7.867072495767502,0.150121073430455,20.065880968711724,9.285493148500763,1
169.89038420315444,167.9737366387673,136.51071663716826,133.07355042198714,55.16261491490513,60.62051758149418,5.988425372916382,1.7629915717869125,4.8146815157333265,0.9990710500792517,14.353290938435602,9.413721457201941,0
167.2326639421925,169.97075866060737,135.06139269893487,130.6062978344385,33.05216834872984,50.23786400336255,4.878190335598238,1.8410017218046353,3.6928956565666815,1.488464895902382,16.939009481015496,9.73669883084517,1
168.3199118167882,170.18558076940357,132.40720941039785,125.21925600975085,18.721054030806428,46.53241871276696,2.12677673573585,1.6710807833669226,1.9552659208231848,3.2341051463214447,15.027420597419393,7.8766828782101115,1
169.7252973190774,172.74611644658134,128.76759870542017,119.67753369594821,16.45911958524869,43.084839352295354,1.7167845459489588,1.5907932692713491,2.581039310582696,4.465338908679641,12.901165109885477,5.845226076399608,0
168.89488807151247,168.40743187518734,121.7481600468791,112.80621328244536,21.31611316026293,34.74628467885476,1.107680874816623,2.371347452455988,4.437744217351924,5.933361517331046,7.150014112831798,5.163859774835932,0
167.39993905127346,166.07185826701385,117.6996648695918,111.76308054388582,23.397137877350378,30.711373201924715,1.2435812566977233,3.0782646189150853,4.902514846935351,4.48539182195501,3.066650912553142,5.273681836947415,0
172.6506905715831,164.07961263890914,114.36271507426459,108.90468600395717,23.017072818136697,22.7247150509135,2.5253699293711995,2.8888346025574,4.801627877051861,3.590949230663682,2.4393611171051233,6.7867081004606185,0
169.74025392699784,159.08818673081055,109.18890251208177,101.18818898932166,11.98192436867741,18.41015933693372,3.218712395044643,3.106415048125598,4.186419178265775,3.8726747643745654,4.4987460752534725,5.445375113973679,0
166.4276691331792,158.04817451734505,106.65791883645458,98.89145716796509,7.732064216711488,5.007046298866663,3.824590986237856,2.6745612498896016,3.6805820110457383,4.290541125306912,5.221691220212963,8.568108967686017,0
166.6122101268978,158.39755354129312,106.40352417160247,98.59899728476074,2.2283895214988996,7.859135441010311,2.1358541440408394,2.126939048504056,2.6530636342207052,3.435229573065475,6.929561098879265,6.8565859647301615,0
169.56802182329733,158.76088516646766,106.48283083928051,99.29350309692704,1.8717308339597658,10.746214436415716,2.1509791613122595,0.5842409541960384,0.9548950027191125,1.094565838909072,3.3700645115725476,6.3807603918720375,0
168.33056304436516,157.35713981328246,107.10379243815552,102.92501723314363,2.753131091435826,13.57714695215492,1.4592704896834334,0.7054853341026046,0.3182209771350557,1.5394932771957457,2.247244546742594,2.8567002177627523,0
167.6233147921164,156.06873792382302,110.04944651507982,99.44600534692563,8.035007452736,2.7780990255018856,1.6335062425268252,1.018492955939725,1.215307447825784,2.601677278200299,2.1733117687717893,5.50568647926588,0
161.71140958808817,153.95769305314855,110.31112052253508,104.73287846875941,29.53899250414067,26.30503194771059,2.6188707450697186,1.6010640377730379,1.2760965610848558,4.132466381422792,9.222420556726968,12.385637788200313,0
157.45521578622922,150.44922407091653,114.54382477383679,108.22224776110734,35.03437729781188,34.73932584931254,3.625115752711982,2.3026385807886434,2.480010778560422,4.085084766799905,10.760415402125352,14.253424916821231,0
127.18625970468544,126.85210595058543,135.6640879460062,123.6750712085072,11.62139169025585,85.2430385657248,13.479018362476983,9.738877324412533,8.53821381030879,8.076355287193858,16.804118484210637,27.488313180074304,1
128.9324095047688,135.95093165426658,139.56347601146297,138.74759205984856,16.78346357290313,116.36097268618046,12.090433227828697,12.068137602081427,9.750785162975964,11.338237863696383,11.35681409462484,30.01864691282329,1
128.3183177346749,137.21415799466132,144.1001284765138,146.38688645701325,9.324991328248792,123.06668283087761,10.876399217240342,11.319723388135666,9.852101234225666,12.721546231968636,12.011176578285884,29.442452327188352,1
169.4750179680559,177.3494566041218,114.3783031291172,98.53531081139586,75.43097153011456,130.4687732006818,14.505647267852751,16.83245021784546,12.719288625968062,23.521130298041143,26.242174776389135,15.075244878318998,1
178.48747926283232,176.28568868240055,101.73427645159737,99.04758142538867,114.02470354284338,136.97864875618802,16.927751099417105,14.154097623858823,15.634168163322414,18.667713552258295,37.38606148641632,6.872558690002521,1
174.0900064261196,158.62068354518897,85.30995011952544,134.05686587783615,128.4632024881415,148.76767106011314,18.18887812162338,19.62135722279777,19.596726118996116,27.79104357068589,39.71273705329757,8.566996076411845,1
147.57047556134387,155.39399624677625,174.07187989701455,84.41463078847626,133.14363171437262,158.95629285111457,13.309821665421623,7.318486785781848,39.276760929026956,28.38793005193339,19.23755339475269,9.495839883477592,1
148.49379595022288,153.42357436719425,157.8928418370711,97.7389423566435,97.52450434887562,143.09121178660365,10.61344136345582,7.620704771735433,40.4550980565015,32.658610369991536,18.24601851234208,12.614241719812489,1
167.74805976341943,165.68002099974038,162.26795522101867,102.72880383193278,144.28052548351633,114.7170429232537,15.565705022283765,5.8178519368469495,36.438693740460046,22.652136044272137,29.018525908789613,18.14262390628743,1
177.47074125771724,167.9311441596196,166.44005433455138,96.69447596778123,146.72448668937105,151.10625389278516,9.966755232124456,5.492663890669121,8.242083519141241,8.11616696920269,28.273036568664143,26.87615363246411,1
152.02030083387405,163.4596519948218,127.80255395491302,141.71714893916942,160.3269724648644,161.84768295770704,18.14246191044585,6.326353985741055,15.728237625706209,18.682287436943003,20.934156038662934,25.168269632601096,1
168.68543778038702,170.60947182155192,124.0777048364141,118.59576934585088,163.2699928851148,170.70914455267777,17.279419621551323,4.624145050469053,15.511482870556662,24.726126809619426,6.329822467199492,18.66403387647469,1
169.86668521518286,138.52723698138738,118.46430529971997,84.22537409620841,170.61376951221422,174.04821537744945,14.432274935050666,14.567848943897493,15.991916344943803,34.171482604783066,7.963094274281062,7.647320494888096,1
171.95683935927758,174.3762823048926,139.92565303681576,55.100286222366265,175.73688484224365,179.29980184918873,6.645512841801178,25.027033330133303,10.266532130762949,28.87228757226772,5.136637459126419,5.817372963827229,1
163.9034638638867,167.80844627582613,160.32242785455801,34.597213704719174,179.99295267940465,176.2534723520843,3.7749256914271427,24.83303873091209,15.823840697177394,27.999518547043902,5.574319931429959,3.8789955978717976,1
173.59560708516457,172.13176499520227,171.18944964938208,21.63853774723391,175.86103625368926,172.01210966888218,6.611890953587817,15.58006669064929,17.57504811655404,20.8622787829915,4.503699864301946,4.179759550681941,1
169.53113784204757,174.5006324404628,14.974868233730882,20.1240070685376,178.3145453262098,174.83974163650456,7.2699959865952435,4.42000739790105,62.492792676072504,11.658759717942887,3.6138311117989823,3.37177471597631,1
159.48550436630433,178.40566672339386,159.08418932668945,21.073419065564206,169.69937260241815,166.25942316308078,7.934081980046035,3.532406815855912,103.7303081011446,5.140872877736059,5.066866074009202,5.216437708082755,1
160.97543408606973,105.70200332112029,35.388568909799886,105.60831293703713,168.7519898548363,175.8402232005436,5.200010812875216,26.32585504348839,141.33984097516645,28.99961218239861,4.005354847964692,6.996250159502988,1
145.30196977453744,167.65741625355392,101.85231789620892,86.31737954959408,26.14985134904008,98.2890641123453,9.069675835680309,46.18803687254609,111.42289683208573,34.92507975198085,50.72156465905658,31.90409253302829,1
158.330672060796,159.48783569079808,91.7287958335795,93.47710641231465,36.830841856914816,96.37483655936131,10.064032105852078,47.60955229915435,66.760963821976,36.99518470721218,51.41017058708426,29.682062226215027,1
145.88819734770868,142.13231719182983,148.64147649194734,139.14401307910168,111.04260606504202,111.88278894173355,13.714880436959382,29.160170664719242,44.49998390246876,24.039188972316882,75.83163107393271,31.65777967451817,1
145.1467851098162,144.3048045288018,151.56273406744452,148.80199656607493,142.3641095957473,167.32650531558107,8.737529745746116,9.232528799565358,23.319153432164814,20.828205672160284,38.73808608223574,24.288632103067915,1
162.0474174882583,147.71125141097943,157.04436039819555,158.68281850702303,81.46139250724093,179.70769149588378,10.028173109807303,7.644817572705951,21.771854854872018,21.73523736490279,55.47866160911295,27.777618312174155,1
